,word,syll,index,segment,quantity,accent,ictus,duration,midpoint,f1,f2,euc
217,"kandijaksa,",di,1,i,1,0,blank,0.20879587396368038,97.88110329412469,579.7989772218574,2078.2449664316237,1498.4459892097661
218,õel,õel,0,ɵ,3,1,blank,0.27212370912752704,99.55969027956358,889.8815756305963,1483.5815062810868,593.6999306504905
219,õel,õel,0,el,3,1,blank,0.2864591880858143,99.71008761308563,924.2735613846246,1531.4050217950426,607.131460410418
220,õvve,õv,0,ɵ,2,1,blank,0.2536749362818398,99.82053295532457,929.4840334220568,1536.981332350947,607.4972989288902
221,õvve,ve,1,e,1,0,blank,0.17143035110436244,99.92801458042268,743.8731197924106,1589.5500282945038,845.6769085020932
222,"pühkijaksa,",püh,0,y,2,1,blank,0.16686118576905073,100.04512205308977,665.8043704730106,1547.2159908800504,881.4116204070398
223,"pühkijaksa,",ki,1,i,1,0,blank,0.18158557751206672,100.25458766793156,599.7199890178549,2373.118612555668,1773.398623537813
224,õel,õel,0,ɵ,3,1,blank,0.2940893911969624,101.9408737418003,955.0515422544079,1857.465335440984,902.4137931865762
225,õel,õel,0,el,3,1,ictus,0.32138568207673757,102.11521472827856,748.1711031483617,1585.0026866995618,836.8315835512001
226,õvve,õv,0,ɵ,2,1,ictus,0.1888146438869569,102.14333653112715,775.2844708722332,1721.5672832744049,946.2828124021717
227,õvve,ve,1,e,1,0,blank,0.1710662758553667,102.29224548503905,760.3529439345521,1678.235083404854,917.882139470302
228,"pühkijaksa,",püh,0,y,2,1,blank,0.18492129691242098,102.4366058468207,1007.0202540309621,1511.5596219146296,504.5393678836675
229,"pühkijaksa,",ki,1,i,1,0,ictus,0.15201930124155183,102.60081330634358,999.5462969450149,1284.8656558739508,285.3193589289359
230,vennanaistel,ven,0,e,2,1,blank,0.1553788001027101,104.19451942510271,860.0847694455852,1879.305807569979,1019.2210381243938
231,vennanaistel,na,1,a,1,0,blank,0.18002121676539673,104.37677445443242,941.7194209540498,1473.8351176003878,532.1156966463379
232,vemmeldada!,vem,0,e,2,1,blank,0.15381643102816156,104.76716473234337,1144.7382045871207,1396.7733367332355,252.03513214611485
233,vemmeldada!,mel,1,e,2,0,blank,0.12413255837358861,104.88657485643101,841.2719365234706,1529.2680909815456,687.996154458075
234,Ega,e,0,e,1,1,blank,0.12402022033208482,106.41621403061433,506.3439889647701,2133.9871999805027,1627.6432110157325
235,Ega,ga,1,ɑ,1,0,blank,0.12912825426957397,106.50773540025891,720.3721672918615,2348.34842440078,1627.9762571089186
236,ole,o,0,o,1,1,ictus,0.28453596160909456,106.87180596391333,1010.3934922157888,2227.926495267847,1217.5330030520581
237,ole,le,1,ɛ,1,0,ictus,0.178647748177724,106.93712957136776,445.0873079472034,816.0876369738886,371.0003290266852
238,"näl´lasandi,",näl´,0,æl,2,1,ictus,0.2515119896715987,107.13761763520108,489.1533790089786,2077.950288678387,1588.7969096694085
239,"näl´lasandi,",la,1,a,1,0,blank,0.1756591673896537,107.22145496509158,592.6637881333814,1780.445358538335,1187.7815704049535
240,me,me,0,e,3,1,ictus,0.1912693034950621,108.84293965412316,717.2608271507895,1649.840694622,932.5798674712105
241,olem,o,0,o,1,1,ictus,0.0728974357249399,108.82020243810057,699.164714888263,1521.6522768237162,822.4875619354532
242,olem,lem,1,ɛ,2,0,ictus,0.05000000000001137,108.8572418154762,720.4865899193943,1772.4321442317812,1051.9455543123868
243,pal´lalt,pal´,0,al,2,1,blank,0.24399711969249438,109.14570491148504,1004.9927676887156,1486.451769305067,481.45900161635143
244,pal´lalt,lalt,1,al,2,0,blank,0.15214571336085214,109.20558563848799,950.8843851862384,1415.0935077422573,464.2091225560189
245,nal,nal,0,al,3,1,blank,0.2249740949503405,109.42026215812685,924.1668985746549,1524.4117294926991,600.2448309180443
246,lasandi.,las,0,a,3,1,blank,0.17786400009811132,109.50932918834974,926.3781022182853,1500.961658718954,574.5835565006686
247,lasandi.,an,1,ɑ,2,1,blank,0.18342225010118796,109.64365356342385,968.0910536205363,1552.2276583207176,584.1366047001814
